"lang"
{
	"Language"		"danish"
	"Tokens"
	{
		"DAC_ItemType_Barricade_Skin"		"Tema til barrikade"
		"DAC_Underlord_Talent_JullTalent04_desc"		"Den allierede enhed, som starter kampen til højre for Jull, får {s:hp_bonus}% af Julls HP som bonus-HP, så længe kampen varer."
		"DAC_Underlord_Talent_JullTalent05"		"Jull – Talent 5"
		"DAC_Underlord_Talent_JullTalent05_desc"		"Jull – Talent 5 (beskrivelse)"
		"DAC_Underlord_Talent_JullTalent06"		"Mig og Gutterne"
		"DAC_Underlord_Talent_JullTalent06_desc"		"Allierede direkte til venstre eller højre for Jull angriber den samme fjende som Jull."
		"DAC_Underlord_Talent_JullTalent07"		"Skål"
		"DAC_Underlord_Talent_JullTalent07_desc"		"Jull får {s:damage_reduction_pct}% skadereduktion i {s:buff_duration} sek. Tilstødende allierede heles med {s:heal_pct}% af den skade, de får fra Jull i denne periode."
		"DAC_Underlord_Talent_JullTalent08"		"Svingslag"
		"DAC_Underlord_Talent_JullTalent08_desc"		"Jull får {s:damage_reduction_pct}% skadereduktion, {s:attack_speed} angrebshastighed og {s:life_steal_pct}% livsstjæl i {s:buff_duration} sek."
		"DAC_Underlord_Talent_JullTalent09"		"Havslim"
		"DAC_Underlord_Talent_JullTalent09_desc"		"Berørte fjender rammer ved siden af med deres næste {s:num_attacks} angreb."
		"DAC_Underlord_Talent_JullTalent10"		"Vrede på Afstand"
		"DAC_Underlord_Talent_JullTalent10_desc"		"Reflekterer også afstandsangreb."
		"DAC_Underlord_Talent_JullTalent11"		"Et Forsøg Værd"
		"DAC_Underlord_Talent_JullTalent11_desc"		"Berørte fjender renses for deres positive effekter. Berørte allierede i området renses for deres svækkelser."
		"DAC_Underlord_Talent_JullTalent12"		"Lovens Lange Arm"
		"DAC_Underlord_Talent_JullTalent12_desc"		"Øger afstanden til {s:cell_count} felter."
		"DAC_Underlord_Talent_JullTalent13"		"Presserende Behov"
		"DAC_Underlord_Talent_JullTalent13_desc"		"Jull heles med {s:heal_per_enemy} HP pr. berørte fjende."
		"DAC_Underlord_Talent_JullTalent14"		"Farlig Cocktail"
		"DAC_Underlord_Talent_JullTalent14_desc"		"Fjender, som står i vejen, får {s:push_damage} skade."
		"DAC_Underlord_Talent_JullTalent15"		"Øretæver"
		"DAC_Underlord_Talent_JullTalent15_desc"		"Jull får {s:hype_per_enemy} hype pr. fjende, som er berørt af Punchtron."
		"DAC_Underlord_Talent_JullTalent16"		"Sæt Dig Ned"
		"DAC_Underlord_Talent_JullTalent16_desc"		"Slået enhed lammes i {s:stun_duration} sek. plus i yderligere {s:additional_stun_duration} sek., hvis den rammer kanten af brættet."
		"DAC_Underlord_Talent_JullTalent17"		"Rullende Tønder"
		"DAC_Underlord_Talent_JullTalent17_desc"		"Jull hidkalder tønder fra kanten af brættet. Hvis de rammer en allieret, får de {s:attack_speed_buff_pct}% angrebshastighed. Hvis de rammer en fjende, tager de {s:damage_taken_debuff_pct} mere magisk og fysisk skade i resten af kampen."
		"DAC_Underlord_Talent_JullTalent18"		"Happy Hour"
		"DAC_Underlord_Talent_JullTalent18_desc"		"Jull køber en omgang til alle i din hær. Når der modtages skade, vil {s:damage_distributed_pct}% af skaden modtages med det samme – resten modtages over {s:damage_distributed_duration} sek."
		"DAC_Underlord_Talent_JullTalent19"		"Jull – Talent 19"
		"DAC_Underlord_Talent_JullTalent19_desc"		"Jull – Talent 19 (beskrivelse)"
		"DAC_Underlord_Talent_JullTalent20"		"Jull – Talent 20"
		"DAC_Underlord_Talent_JullTalent20_desc"		"Jull – Talent 20 (beskrivelse)"
		"DAC_Underlord_Talent_JullTalent21"		"Vredens Kamp"
		"DAC_Underlord_Talent_JullTalent21_desc"		"Allieret enheds skade øges med {s:damage_increase_pct}%, når den modtager skade."
		"DAC_Underlord_Talent_JullTalent22"		"Løb Det Væk"
		"DAC_Underlord_Talent_JullTalent22_desc"		"Forhindrer 50% af den del af skaden, der gives over tid."
		"DAC_Underlord_Talent_MeltingPoint"		"Smeltepunkt"
		"DAC_Underlord_Talent_MeltingPoint_desc"		"Enheder med ild i mister {s:armor_loss_per_second} rustning pr. sekund, indtil ilden er slukket."
		"DAC_Underlord_Talent_Pain Again"		"Sympatismerter"
		"DAC_Underlord_Talent_Pain Again_desc"		"Ren Smerte påvirker nu {s:target_count} fjender."
		"DAC_Underlord_Talent_PrecisionStrikes"		"Faren Er Nær"
		"DAC_Underlord_Talent_PrecisionStrikes_desc"		"Bomberne lander kun på fjendes side af brættet."
		"DAC_Underlord_Talent_SmallWound_desc"		"Anessix mister ikke længere helbred, når hun bruger Martyrens Godhed."
		"DAC_Underlord_Talent_SweetTalkSweetTalk_desc"		"Anessix genererer +{s:hype_pct}% hype, når hun er påvirket af Martyrens Godhed."
		"DAC_Underlord_Talent_YourPainIsMyGain"		"Transfusion"
		"DAC_Underlord_Talent_YourPainIsMyGain_desc"		"Anessix og hendes ledsager heles for skaden fra Ren Smerte."
		"DAC_WearableType_Default"		"Uspecificeret udstyrbar genstandstype"
		"DOTA_Item_Beastmaster_lvl1"		"Dyrenes Konge – Level 1"
		"DOTA_Item_Beastmaster_lvl2"		"Dyrenes Konge – Level 2"
		"DOTA_Item_Beastmaster_lvl3"		"Dyrenes Konge – Level 3"
		"DOTA_Item_Bounty_Hunter_lvl1"		"Dusørjægeren – Level 1"
		"DOTA_Item_Bristlebacks_Ambient_Effects"		"Børsteryggens omgivende effekter"
		"DOTA_Item_Broodmother_lvl1"		"Yngelmor – Level 1"
		"DOTA_Item_Broodmother_lvl2"		"Yngelmor – Level 2"
		"DOTA_Item_Broodmother_lvl3"		"Yngelmor – Level 3"
		"DOTA_Item_Chaos_Knight_lvl1"		"Kaosridderen – Level 1"
		"DOTA_Item_Chaos_Knight_lvl2"		"Kaosridderen – Level 2"
		"DOTA_Item_Chaos_Knight_lvl3"		"Kaosridderen – Level 3"
		"DOTA_Item_Death_Prophets_Ambient_Effects"		"Dødsprofetens omgivende effekter"
		"DOTA_Item_Death_Prophets_Corset"		"Dødsprofetens korset"
		"DOTA_Item_Death_Prophets_Death_Spirits"		"Dødsprofetens dødsånder"
		"DOTA_Item_Death_Prophets_Dress"		"Dødsprofetens kjole"
		"DOTA_Item_Death_Prophets_Hair"		"Dødsprofetens hår"
		"DOTA_Item_Death_Prophets_Head"		"Dødsprofetens hoved"
		"DOTA_Item_Death_Prophets_Miscellaneous"		"Dødsprofeten – diverse"
		"DOTA_Item_Death_Prophets_Scarf"		"Dødsprofetens halstørklæde"
		"DOTA_Item_Desc_Copy_of_Broodmother_lvl1"		"standardgenstand"
		"DOTA_Item_Desc_Copy_of_Broodmother_lvl2"		"standardgenstand"
		"DOTA_Item_Desc_Copy_of_Broodmothers_Head"		"standardgenstand"
		"DOTA_Item_Desc_Copy_of_Faceless_Void_lvl1"		"standardgenstand"
		"DOTA_Item_Desc_Copy_of_Faceless_Void_lvl2"		"standardgenstand"
		"DOTA_Item_Desc_Copy_of_Faceless_Voids_Bracer"		"standardgenstand"
		"DOTA_Item_Desc_Copy_of_Legion_Commander_lvl1"		"standardgenstand"
		"DOTA_Item_Desc_Copy_of_Legion_Commander_lvl2"		"standardgenstand"
		"DOTA_Item_Desc_Copy_of_Legion_Commanders_Sword"		"standardgenstand"
		"DOTA_Item_Desc_Copy_of_Weaver_lvl1"		"standardgenstand"
		"DOTA_Item_Desc_Copy_of_Weaver_lvl2"		"standardgenstand"
		"DOTA_Item_Desc_Copy_of_Weavers_Antennae"		"standardgenstand"
		"DOTA_Item_Desc_Copy_of_Wraith_Kings_Shoulder"		"standardgenstand"
		"DOTA_Item_Desc_Death_Prophets_Corset"		"standardgenstand"
		"DOTA_Item_Desc_Death_Prophets_Death_Spirits"		"standardgenstand"
		"DOTA_Item_Desc_Death_Prophets_Dress"		"standardgenstand"
		"DOTA_Item_Desc_Death_Prophets_Hair"		"standardgenstand"
		"DOTA_Item_Desc_Death_Prophets_Head"		"standardgenstand"
		"DOTA_Item_Desc_Death_Prophets_Miscellaneous"		"standardgenstand"
		"DOTA_Item_Desc_Death_Prophets_Scarf"		"standardgenstand"
		"DOTA_Item_Desc_Meepos_Backpack"		"standardgenstand"
		"DOTA_Item_Desc_Meepos_Bracers"		"standardgenstand"
		"DOTA_Item_Desc_Meepos_Hood"		"standardgenstand"
		"DOTA_Item_Desc_Meepos_Shoulderpads"		"standardgenstand"
		"DOTA_Item_Desc_Meepos_Tail"		"standardgenstand"
		"DOTA_Item_Desc_Meepos_Weapon"		"standardgenstand"
		"DOTA_Item_Desc_Nightstalkers_Armor"		"standardgenstand"
		"DOTA_Item_Desc_Nightstalkers_Tail"		"standardgenstand"
		"DOTA_Item_Desc_Nightstalkers_Wings"		"standardgenstand"
		"DOTA_Item_Desc_Rubicks_Cape"		"standardgenstand"
		"DOTA_Item_Desc_Rubicks_Head"		"standardgenstand"
		"DOTA_Item_Desc_Rubicks_Shoulder_Armor"		"standardgenstand"
		"DOTA_Item_Desc_Rubicks_Staff"		"standardgenstand"
		"DOTA_Item_Desc_Spectres_Dress"		"standardgenstand"
		"DOTA_Item_Desc_Spectres_Head"		"standardgenstand"
		"DOTA_Item_Desc_Spectres_Miscellaneous"		"standardgenstand"
		"DOTA_Item_Desc_Spectres_Shoulders"		"standardgenstand"
		"DOTA_Item_Desc_Spectres_weapon"		"Spøgelsets standardvåben"
		"DOTA_Item_Desc_Spirit_Breakers_Bracers"		"standardgenstand"
		"DOTA_Item_Desc_Spirit_Breakers_Head"		"standardgenstand"
		"DOTA_Item_Desc_Spirit_Breakers_Horns"		"standardgenstand"
		"DOTA_Item_Desc_Spirit_Breakers_Lower_Armor"		"standardgenstand"
		"DOTA_Item_Desc_Spirit_Breakers_Mace"		"standardgenstand"
		"DOTA_Item_Desc_Spirit_Breakers_Shoulder_Armor"		"standardgenstand"
		"DOTA_Item_Desc_Spirit_Breakers_Tail"		"standardgenstand"
		"DOTA_Item_Desc_Vengeful_Hair"		"standardgenstand"
		"DOTA_Item_Desc_Vengeful_Lower_Body"		"standardgenstand"
		"DOTA_Item_Desc_Vengeful_Spirit_Shoulders_and_Arms"		"standardgenstand"
		"DOTA_Item_Desc_Vengeful_Spirit_Weapon"		"standardgenstand"
		"DOTA_Item_Disruptor_lvl1"		"Disruptor – Level 1"
		"DOTA_Item_Disruptor_lvl2"		"Disruptor – Level 2"
		"DOTA_Item_Disruptor_lvl3"		"Disruptor – Level 3"
		"DOTA_Item_Enigma_lvl1"		"Enigma – Level 1"
		"DOTA_Item_Enigma_lvl2"		"Enigma – Level 2"
		"DOTA_Item_Enigma_lvl3"		"Enigma – Level 3"
		"DOTA_Item_Faceless_Void_lvl1"		"Den Ansigtsløse – Level 1"
		"DOTA_Item_Faceless_Void_lvl2"		"Den Ansigtsløse – Level 2"
		"DOTA_Item_Faceless_Void_lvl3"		"Den Ansigtsløse – Level 3"
		"DOTA_Item_Juggernaut_lvl1"		"Kolossen – Level 1"
		"DOTA_Item_Juggernaut_lvl2"		"Kolossen – Level 2"
		"DOTA_Item_Juggernaut_lvl3"		"Kolossen – Level 3"
		"DOTA_Item_Keeper_of_the_Light_lvl1"		"Lysets Vogter – Level 1"
		"DOTA_Item_Keeper_of_the_Light_lvl2"		"Lysets Vogter – Level 2"
		"DOTA_Item_Keeper_of_the_Light_lvl3"		"Lysets Vogter – Level 3"
		"DOTA_Item_Legion_Commander_lvl1"		"Legionkommandøren – Level 1"
		"DOTA_Item_Legion_Commander_lvl2"		"Legionkommandøren – Level 2"
		"DOTA_Item_Legion_Commander_lvl3"		"Legionkommandøren – Level 3"
		"DOTA_Item_Lich_lvl1"		"Liget – Level 1"
		"DOTA_Item_Lich_lvl2"		"Liget – Level 2"
		"DOTA_Item_Lich_lvl3"		"Liget – Level 3"
		"DOTA_Item_Lycans_Shapeshift_lvl1"		"Lykantropens Formskift – Level 1"
		"DOTA_Item_Lycans_Shapeshift_lvl2"		"Lykantropens Formskift – Level 2"
		"DOTA_Item_Lycans_Shapeshift_lvl3"		"Lykantropens Formskift – Level 3"
		"DOTA_Item_Lycans_Wolves_lvl1"		"Lykantropen Ulve – Level 1"
		"DOTA_Item_Lycans_Wolves_lvl2"		"Lykantropen Ulve – Level 2"
		"DOTA_Item_Lycans_Wolves_lvl3"		"Lykantropen Ulve – Level 3"
		"DOTA_Item_Meepos_Backpack"		"Meepos rygsæk"
		"DOTA_Item_Meepos_Bracers"		"Meepos armbeskyttere"
		"DOTA_Item_Meepos_Hood"		"Meepos hætte"
		"DOTA_Item_Meepos_Shoulderpads"		"Meepos skulderpuder"
		"DOTA_Item_Meepos_Tail"		"Meepos hale"
		"DOTA_Item_Meepos_Weapon"		"Meepos våben"
		"DOTA_Item_Morphling_lvl1"		"Formskifteren – Level 1"
		"DOTA_Item_Morphling_lvl2"		"Formskifteren – Level 2"
		"DOTA_Item_Morphling_lvl3"		"Formskifteren – Level 3"
		"DOTA_Item_Necrophos_lvl1"		"Nekrophos – Level 1"
		"DOTA_Item_Necrophos_lvl2"		"Nekrophos – Level 2"
		"DOTA_Item_Necrophos_lvl3"		"Nekrophos – Level 3"
		"DOTA_Item_Nightstalkers_Armor"		"Nattens Jægers rustning"
		"DOTA_Item_Nightstalkers_Tail"		"Nattens Jægers hale"
		"DOTA_Item_Nightstalkers_Wings"		"Nattens Jægers vinger"
		"DOTA_Item_Ogre_Magi_lvl1"		"Troldemagikeren – Level 1"
		"DOTA_Item_Ogre_Magi_lvl2"		"Troldemagikeren – Level 2"
		"DOTA_Item_Ogre_Magi_lvl3"		"Troldemagikeren – Level 3"
		"DOTA_Item_Pudge_lvl1"		"Pudge – Level 1"
		"DOTA_Item_Pudge_lvl2"		"Pudge – Level 2"
		"DOTA_Item_Pudge_lvl3"		"Pudge – Level 3"
		"DOTA_Item_Rubicks_Ambient_Effects"		"Rubicks omgivende effekter"
		"DOTA_Item_Rubicks_Cape"		"Rubicks kappe"
		"DOTA_Item_Rubicks_Head"		"Rubicks hoved"
		"DOTA_Item_Rubicks_Shoulder_Armor"		"Rubicks skulderrustning"
		"DOTA_Item_Rubicks_Staff"		"Rubicks stav"
		"DOTA_Item_Shadow_Demons_Ambient_Effects"		"Skyggedæmonens omgivende effekter"
		"DOTA_Item_Shadow_Fiend_lvl1"		"Skyggedjævlen – Level 1"
		"DOTA_Item_Shadow_Fiend_lvl2"		"Skyggedjævlen – Level 2"
		"DOTA_Item_Shadow_Fiend_lvl3"		"Skyggedjævlen – Level 3"
		"DOTA_Item_Skeleton_Kings_Ambient"		"Spøgelseskongens omgivende effekter"
		"DOTA_Item_Slardar_lvl1"		"Slardar – Level 1"
		"DOTA_Item_Slardar_lvl2"		"Slardar – Level 2"
		"DOTA_Item_Slardar_lvl3"		"Slardar – Level 3"
		"DOTA_Item_Slark_lvl1"		"Slark – Level 1"
		"DOTA_Item_Slark_lvl2"		"Slark – Level 2"
		"DOTA_Item_Slark_lvl3"		"Slark – Level 3"
		"DOTA_Item_Sniper_lvl1"		"Skarpskytten – Level 1"
		"DOTA_Item_Sniper_lvl2"		"Skarpskytten – Level 2"
		"DOTA_Item_Sniper_lvl3"		"Skarpskytten – Level 3"
		"DOTA_Item_Spectres_Ambient_Effects"		"Spøgelsets omgivende effekter"
		"DOTA_Item_Spectres_Dress"		"Spøgelsets dragt"
		"DOTA_Item_Spectres_Head"		"Spøgelsets hoved"
		"DOTA_Item_Spectres_Miscellaneous"		"Spøgelset – diverse"
		"DOTA_Item_Spectres_Shoulders"		"Spøgelsets skuldre"
		"DOTA_Item_Spectres_weapon"		"Spøgelsets våben"
		"DOTA_Item_Spirit_Breakers_Belt"		"Sjæleknuserens bælte"
		"DOTA_Item_Spirit_Breakers_Bracers"		"Sjæleknuserens armbeskyttelse"
		"DOTA_Item_Spirit_Breakers_Head"		"Sjæleknuserens hoved"
		"DOTA_Item_Spirit_Breakers_Horns"		"Sjæleknuserens horn"
		"DOTA_Item_Spirit_Breakers_Mace"		"Sjæleknuserens morgenstjerne"
		"DOTA_Item_Spirit_Breakers_Shoulder_Armor"		"Sjæleknuserens skulderrustning"
		"DOTA_Item_Spirit_Breakers_Tail"		"Sjæleknuserens hale"
		"DOTA_Item_Techies_lvl1"		"Pyroteknikerne – Level 1"
		"DOTA_Item_Techies_lvl2"		"Pyroteknikerne – Level 2"
		"DOTA_Item_Techies_lvl3"		"Pyroteknikerne – Level 3"
		"DOTA_Item_Terrorblade_lvl1"		"Terrorklinge – Level 1"
		"DOTA_Item_Terrorblade_lvl2"		"Terrorklinge – Level 2"
		"DOTA_Item_Terrorblade_lvl3"		"Terrorklinge – Level 3"
		"DOTA_Item_Terrorblades_Demon_Form_lvl1"		"Terrorklinges dæmonform – Level 1"
		"DOTA_Item_Terrorblades_Demon_Form_lvl2"		"Terrorklinges dæmonform – Level 2"
		"DOTA_Item_Terrorblades_Demon_Form_lvl3"		"Terrorklinges dæmonform – Level 3"
		"DOTA_Item_Troll_Warlord_lvl1"		"Troldeføreren – Level 1"
		"DOTA_Item_Vengeful_Spirits_Ambient_Effects"		"Hævnens Ånds omgivende effekter"
		"DOTA_Item_Vengeful_Spirits_Hair"		"Hævnens Ånds hår"
		"DOTA_Item_Vengeful_Spirits_Legs"		"Hævnens Ånds ben"
		"DOTA_Item_Vengeful_Spirits_Upper_Armor"		"Hævnens Ånds øvre rustning"
		"DOTA_Item_Vengeful_Spirits_Weapon"		"Hævnens Ånds våben"
		"DOTA_Item_Viper_lvl1"		"Viper – Level 1"
		"DOTA_Item_Viper_lvl2"		"Viper – Level 2"
		"DOTA_Item_Viper_lvl3"		"Viper – Level 3"
		"DOTA_Item_Warlock_lvl1"		"Troldmanden – Level 1"
		"DOTA_Item_Warlock_lvl2"		"Troldmanden – Level 2"
		"DOTA_Item_Warlock_lvl3"		"Troldmanden – Level 3"
		"DOTA_Item_Weaver_lvl1"		"Væveren - Level 1"
		"DOTA_Item_Weaver_lvl2"		"Væveren - Level 2"
		"DOTA_Item_Weaver_lvl3"		"Væveren - Level 3"
		"DOTA_Item_Witch_Doctor_lvl1"		"Heksedoktoren – Level 1"
		"DOTA_Item_Wraith_King_lvl1"		"Spøgelseskongen – Level 1"
		"Dota_WearableType_Armor"		"Rustning"
		"Dota_WearableType_Arms"		"Arme"
		"Dota_WearableType_Back"		"Ryg"
		"Dota_WearableType_Base"		"Basisgenstand"
		"Dota_WearableType_Belt"		"Bælte"
		"Dota_WearableType_Body_Head"		"Krop – Hoved"
		"Dota_WearableType_Bracer"		"Armbeskyttelse"
		"Dota_WearableType_Head"		"Hoved"
		"Dota_WearableType_Legs"		"Ben"
		"Dota_WearableType_Misc"		"Diverse"
		"Dota_WearableType_Shoulder"		"Skulder"
		"Dota_WearableType_Shoulders"		"Skuldre"
		"Dota_WearableType_Sword"		"Sværd"
		"Dota_WearableType_Tail"		"Hale"
		"Dota_WearableType_Unnamed_New_Item"		"Ny genstand"
		"Dota_WearableType_Unspecified_Wearable_Type"		"Uspecificeret udstyrbar genstandstype"
	}
}
